datetime,CZCE.CF001.open,CZCE.CF001.high,CZCE.CF001.low,CZCE.CF001.close,CZCE.CF001.volume,CZCE.CF001.open_oi,CZCE.CF001.close_oi
2019-08-15 10:11:00.000000000,12775.0,12780.0,12775.0,12780.0,68,469538,469516
2019-08-15 10:12:00.000000000,12780.0,12780.0,12775.0,12780.0,826,469516,469600
2019-08-15 10:13:00.000000000,12780.0,12780.0,12775.0,12775.0,204,469600,469560
2019-08-15 10:14:00.000000000,12775.0,12780.0,12775.0,12775.0,410,469560,469508
2019-08-15 10:30:00.000000000,12775.0,12785.0,12775.0,12785.0,784,469508,469422
2019-08-15 10:31:00.000000000,12785.0,12795.0,12785.0,12795.0,388,469422,469442
2019-08-15 10:32:00.000000000,12795.0,12795.0,12785.0,12790.0,688,469442,469478
2019-08-15 10:33:00.000000000,12790.0,12795.0,12785.0,12785.0,362,469478,469480
2019-08-15 10:34:00.000000000,12785.0,12790.0,12780.0,12785.0,392,469480,469478
2019-08-15 10:35:00.000000000,12785.0,12790.0,12780.0,12785.0,900,469478,469428
2019-08-15 10:36:00.000000000,12785.0,12795.0,12785.0,12790.0,456,469428,469468
2019-08-15 10:37:00.000000000,12790.0,12795.0,12785.0,12790.0,500,469468,469486
2019-08-15 10:38:00.000000000,12790.0,12810.0,12790.0,12805.0,1204,469486,469232
2019-08-15 10:39:00.000000000,12805.0,12805.0,12795.0,12800.0,1452,469232,469196
2019-08-15 10:40:00.000000000,12800.0,12800.0,12795.0,12795.0,430,469196,469306
2019-08-15 10:41:00.000000000,12795.0,12800.0,12795.0,12795.0,96,469306,469324
2019-08-15 10:42:00.000000000,12795.0,12810.0,12795.0,12810.0,798,469324,469456
2019-08-15 10:43:00.000000000,12810.0,12815.0,12800.0,12815.0,1468,469456,469464
2019-08-15 10:44:00.000000000,12815.0,12815.0,12805.0,12810.0,842,469464,469452
2019-08-15 10:45:00.000000000,12810.0,12815.0,12800.0,12805.0,510,469452,469270
2019-08-15 10:46:00.000000000,12805.0,12815.0,12800.0,12810.0,1802,469270,469468
2019-08-15 10:47:00.000000000,12810.0,12810.0,12805.0,12805.0,106,469468,469498
2019-08-15 10:48:00.000000000,12805.0,12810.0,12805.0,12805.0,164,469498,469480
2019-08-15 10:49:00.000000000,12805.0,12810.0,12800.0,12805.0,580,469480,469422
2019-08-15 10:50:00.000000000,12805.0,12810.0,12800.0,12810.0,220,469422,469332
2019-08-15 10:51:00.000000000,12810.0,12830.0,12810.0,12825.0,1994,469332,469138
2019-08-15 10:52:00.000000000,12825.0,12825.0,12820.0,12825.0,714,469138,469270
2019-08-15 10:53:00.000000000,12825.0,12830.0,12815.0,12820.0,1112,469270,469082
2019-08-15 10:54:00.000000000,12820.0,12820.0,12810.0,12815.0,448,469082,468938
2019-08-15 10:55:00.000000000,12815.0,12820.0,12815.0,12815.0,244,468938,468872
2019-08-15 10:56:00.000000000,12815.0,12820.0,12810.0,12815.0,458,468872,468956
2019-08-15 10:57:00.000000000,12815.0,12815.0,12810.0,12815.0,456,468956,468922
2019-08-15 10:58:00.000000000,12815.0,12820.0,12815.0,12815.0,100,468922,468940
2019-08-15 10:59:00.000000000,12815.0,12820.0,12815.0,12820.0,638,468940,468888
2019-08-15 11:00:00.000000000,12820.0,12820.0,12815.0,12820.0,120,468888,468918
2019-08-15 11:01:00.000000000,12820.0,12825.0,12815.0,12820.0,580,468918,468788
2019-08-15 11:02:00.000000000,12820.0,12820.0,12815.0,12815.0,120,468788,468772
2019-08-15 11:03:00.000000000,12815.0,12820.0,12815.0,12815.0,92,468772,468794
2019-08-15 11:04:00.000000000,12815.0,12820.0,12815.0,12820.0,216,468794,468850
2019-08-15 11:05:00.000000000,12820.0,12820.0,12815.0,12820.0,836,468850,468574
2019-08-15 11:06:00.000000000,12820.0,12825.0,12820.0,12820.0,478,468574,468454
2019-08-15 11:07:00.000000000,12820.0,12820.0,12815.0,12815.0,522,468454,468316
2019-08-15 11:08:00.000000000,12815.0,12820.0,12815.0,12815.0,186,468316,468324
2019-08-15 11:09:00.000000000,12815.0,12825.0,12815.0,12825.0,302,468324,468346
2019-08-15 11:10:00.000000000,12825.0,12825.0,12815.0,12815.0,514,468346,468332
2019-08-15 11:11:00.000000000,12815.0,12820.0,12815.0,12815.0,268,468332,468358
2019-08-15 11:12:00.000000000,12815.0,12820.0,12815.0,12815.0,296,468358,468272
2019-08-15 11:13:00.000000000,12815.0,12815.0,12805.0,12810.0,528,468272,468236
2019-08-15 11:14:00.000000000,12810.0,12815.0,12805.0,12805.0,272,468236,468198
2019-08-15 11:15:00.000000000,12805.0,12805.0,12795.0,12800.0,1204,468198,468112
2019-08-15 11:16:00.000000000,12800.0,12800.0,12795.0,12800.0,684,468112,467996
2019-08-15 11:17:00.000000000,12800.0,12800.0,12795.0,12795.0,622,467996,467954
2019-08-15 11:18:00.000000000,12795.0,12795.0,12790.0,12795.0,450,467954,467978
2019-08-15 11:19:00.000000000,12795.0,12800.0,12790.0,12800.0,874,467978,468132
2019-08-15 11:20:00.000000000,12800.0,12805.0,12795.0,12805.0,776,468132,468322
2019-08-15 11:21:00.000000000,12805.0,12805.0,12795.0,12800.0,654,468322,468460
2019-08-15 11:22:00.000000000,12800.0,12810.0,12800.0,12805.0,838,468460,468540
2019-08-15 11:23:00.000000000,12805.0,12815.0,12805.0,12810.0,1104,468540,468846
2019-08-15 11:24:00.000000000,12810.0,12815.0,12805.0,12810.0,1084,468846,469148
2019-08-15 11:25:00.000000000,12810.0,12815.0,12810.0,12810.0,352,469148,469172
2019-08-15 11:26:00.000000000,12810.0,12815.0,12805.0,12810.0,190,469172,469206
2019-08-15 11:27:00.000000000,12810.0,12810.0,12805.0,12810.0,160,469206,469208
2019-08-15 11:28:00.000000000,12810.0,12815.0,12805.0,12815.0,288,469208,469222
2019-08-15 11:29:00.000000000,12815.0,12815.0,12810.0,12815.0,406,469222,469218
2019-08-15 13:30:00.000000000,12815.0,12820.0,12815.0,12815.0,1096,469218,469488
2019-08-15 13:31:00.000000000,12815.0,12820.0,12810.0,12815.0,738,469488,469498
2019-08-15 13:32:00.000000000,12815.0,12825.0,12810.0,12825.0,606,469498,469428
2019-08-15 13:33:00.000000000,12825.0,12825.0,12815.0,12820.0,976,469428,469406
2019-08-15 13:34:00.000000000,12820.0,12825.0,12815.0,12815.0,556,469406,469560
2019-08-15 13:35:00.000000000,12815.0,12815.0,12805.0,12810.0,792,469560,469762
2019-08-15 13:36:00.000000000,12810.0,12815.0,12805.0,12810.0,154,469762,469834
2019-08-15 13:37:00.000000000,12810.0,12820.0,12805.0,12810.0,258,469834,469882
2019-08-15 13:38:00.000000000,12810.0,12815.0,12805.0,12805.0,196,469882,469860
2019-08-15 13:39:00.000000000,12805.0,12810.0,12795.0,12805.0,1204,469860,469590
2019-08-15 13:40:00.000000000,12805.0,12805.0,12795.0,12800.0,1004,469590,469374
2019-08-15 13:41:00.000000000,12800.0,12805.0,12795.0,12805.0,226,469374,469358
2019-08-15 13:42:00.000000000,12805.0,12805.0,12800.0,12800.0,92,469358,469378
2019-08-15 13:43:00.000000000,12800.0,12805.0,12800.0,12805.0,296,469378,469400
2019-08-15 13:44:00.000000000,12805.0,12805.0,12800.0,12805.0,66,469400,469410
2019-08-15 13:45:00.000000000,12805.0,12805.0,12800.0,12805.0,154,469410,469416
2019-08-15 13:46:00.000000000,12805.0,12805.0,12795.0,12800.0,562,469416,469492
2019-08-15 13:47:00.000000000,12800.0,12800.0,12790.0,12790.0,520,469492,469470
2019-08-15 13:48:00.000000000,12790.0,12795.0,12775.0,12780.0,1562,469470,469500
2019-08-15 13:49:00.000000000,12780.0,12805.0,12780.0,12805.0,602,469500,469440
2019-08-15 13:50:00.000000000,12805.0,12805.0,12795.0,12805.0,640,469440,469384
2019-08-15 13:51:00.000000000,12805.0,12805.0,12795.0,12805.0,404,469384,469354
2019-08-15 13:52:00.000000000,12805.0,12805.0,12800.0,12805.0,298,469354,469420
2019-08-15 13:53:00.000000000,12805.0,12805.0,12800.0,12800.0,94,469420,469410
2019-08-15 13:54:00.000000000,12800.0,12805.0,12800.0,12800.0,290,469410,469398
2019-08-15 13:55:00.000000000,12800.0,12815.0,12800.0,12810.0,750,469398,469484
2019-08-15 13:56:00.000000000,12810.0,12815.0,12805.0,12815.0,330,469484,469490
2019-08-15 13:57:00.000000000,12815.0,12820.0,12810.0,12815.0,490,469490,469628
2019-08-15 13:58:00.000000000,12815.0,12820.0,12815.0,12820.0,626,469628,469632
2019-08-15 13:59:00.000000000,12820.0,12830.0,12815.0,12825.0,1558,469632,469548
2019-08-15 14:00:00.000000000,12825.0,12830.0,12820.0,12825.0,972,469548,469626
2019-08-15 14:01:00.000000000,12825.0,12825.0,12810.0,12820.0,2312,469626,470516
2019-08-15 14:02:00.000000000,12820.0,12825.0,12820.0,12820.0,230,470516,470508
2019-08-15 14:03:00.000000000,12820.0,12840.0,12820.0,12830.0,1956,470508,470186
2019-08-15 14:04:00.000000000,12830.0,12835.0,12820.0,12820.0,952,470186,469950
2019-08-15 14:05:00.000000000,12820.0,12825.0,12820.0,12820.0,580,469950,469826
2019-08-15 14:06:00.000000000,12820.0,12835.0,12820.0,12835.0,798,469826,469598
2019-08-15 14:07:00.000000000,12835.0,12835.0,12825.0,12830.0,320,469598,469546
2019-08-15 14:08:00.000000000,12830.0,12830.0,12825.0,12825.0,158,469546,469560
2019-08-15 14:09:00.000000000,12825.0,12850.0,12825.0,12840.0,2646,469560,469216
2019-08-15 14:10:00.000000000,12840.0,12855.0,12840.0,12850.0,3038,469216,468928
2019-08-15 14:11:00.000000000,12850.0,12855.0,12845.0,12850.0,2096,468928,468830
2019-08-15 14:12:00.000000000,12850.0,12855.0,12840.0,12845.0,1244,468830,468584
2019-08-15 14:13:00.000000000,12845.0,12855.0,12845.0,12850.0,632,468584,468602
2019-08-15 14:14:00.000000000,12850.0,12860.0,12850.0,12855.0,1378,468602,468452
2019-08-15 14:15:00.000000000,12855.0,12855.0,12840.0,12845.0,1286,468452,468456
2019-08-15 14:16:00.000000000,12845.0,12850.0,12845.0,12850.0,344,468456,468344
2019-08-15 14:17:00.000000000,12850.0,12865.0,12845.0,12865.0,1406,468344,467932
2019-08-15 14:18:00.000000000,12865.0,12865.0,12855.0,12860.0,822,467932,467734
2019-08-15 14:19:00.000000000,12860.0,12860.0,12850.0,12855.0,764,467734,467564
2019-08-15 14:20:00.000000000,12855.0,12860.0,12855.0,12855.0,746,467564,467498
2019-08-15 14:21:00.000000000,12855.0,12865.0,12850.0,12850.0,858,467498,467388
2019-08-15 14:22:00.000000000,12850.0,12855.0,12850.0,12855.0,358,467388,467378
2019-08-15 14:23:00.000000000,12855.0,12860.0,12855.0,12855.0,682,467378,467382
2019-08-15 14:24:00.000000000,12855.0,12860.0,12850.0,12850.0,370,467382,467412
2019-08-15 14:25:00.000000000,12850.0,12855.0,12845.0,12845.0,712,467412,467190
2019-08-15 14:26:00.000000000,12845.0,12850.0,12845.0,12845.0,448,467190,467110
2019-08-15 14:27:00.000000000,12845.0,12855.0,12845.0,12845.0,640,467110,467128
2019-08-15 14:28:00.000000000,12845.0,12855.0,12845.0,12850.0,998,467128,467000
2019-08-15 14:29:00.000000000,12850.0,12850.0,12845.0,12845.0,342,467000,467006
2019-08-15 14:30:00.000000000,12845.0,12850.0,12840.0,12840.0,736,467006,467116
2019-08-15 14:31:00.000000000,12840.0,12845.0,12830.0,12845.0,1568,467116,467022
2019-08-15 14:32:00.000000000,12845.0,12850.0,12840.0,12850.0,422,467022,467010
2019-08-15 14:33:00.000000000,12850.0,12855.0,12845.0,12850.0,358,467010,466986
2019-08-15 14:34:00.000000000,12850.0,12850.0,12845.0,12845.0,616,466986,466974
2019-08-15 14:35:00.000000000,12845.0,12855.0,12845.0,12850.0,440,466974,466912
2019-08-15 14:36:00.000000000,12850.0,12855.0,12850.0,12855.0,268,466912,466904
2019-08-15 14:37:00.000000000,12855.0,12855.0,12840.0,12840.0,568,466904,467000
2019-08-15 14:38:00.000000000,12840.0,12845.0,12840.0,12845.0,396,467000,466892
2019-08-15 14:39:00.000000000,12845.0,12850.0,12840.0,12840.0,426,466892,466806
2019-08-15 14:40:00.000000000,12840.0,12845.0,12830.0,12835.0,1026,466806,466370
2019-08-15 14:41:00.000000000,12835.0,12840.0,12830.0,12840.0,754,466370,466178
2019-08-15 14:42:00.000000000,12840.0,12840.0,12820.0,12830.0,1640,466178,465866
2019-08-15 14:43:00.000000000,12830.0,12840.0,12830.0,12835.0,1100,465866,465448
2019-08-15 14:44:00.000000000,12835.0,12840.0,12830.0,12840.0,408,465448,465286
2019-08-15 14:45:00.000000000,12840.0,12840.0,12830.0,12830.0,310,465286,465344
2019-08-15 14:46:00.000000000,12830.0,12840.0,12830.0,12835.0,424,465344,465318
2019-08-15 14:47:00.000000000,12835.0,12840.0,12835.0,12840.0,362,465318,465190
2019-08-15 14:48:00.000000000,12840.0,12840.0,12835.0,12835.0,152,465190,465168
2019-08-15 14:49:00.000000000,12835.0,12845.0,12835.0,12845.0,376,465168,465178
2019-08-15 14:50:00.000000000,12845.0,12845.0,12835.0,12840.0,540,465178,465156
2019-08-15 14:51:00.000000000,12840.0,12840.0,12830.0,12835.0,530,465156,465228
2019-08-15 14:52:00.000000000,12835.0,12835.0,12820.0,12820.0,1688,465228,465236
2019-08-15 14:53:00.000000000,12820.0,12830.0,12820.0,12820.0,996,465236,465120
2019-08-15 14:54:00.000000000,12820.0,12825.0,12820.0,12820.0,486,465120,465136
2019-08-15 14:55:00.000000000,12820.0,12825.0,12820.0,12820.0,618,465136,465046
2019-08-15 14:56:00.000000000,12820.0,12825.0,12815.0,12820.0,1104,465046,465028
2019-08-15 14:57:00.000000000,12820.0,12825.0,12820.0,12825.0,906,465028,464848
2019-08-15 14:58:00.000000000,12825.0,12835.0,12820.0,12830.0,1178,464848,464746
2019-08-15 14:59:00.000000000,12830.0,12835.0,12825.0,12830.0,1638,464746,464718
2019-08-15 21:00:00.000000000,12880.0,12890.0,12845.0,12850.0,9750,464718,466040
2019-08-15 21:01:00.000000000,12850.0,12860.0,12845.0,12855.0,2404,466040,466194
2019-08-15 21:02:00.000000000,12855.0,12870.0,12850.0,12860.0,3394,466194,466312
2019-08-15 21:03:00.000000000,12860.0,12890.0,12860.0,12870.0,5120,466312,467324
2019-08-15 21:04:00.000000000,12870.0,12880.0,12865.0,12875.0,2042,467324,467498
2019-08-15 21:05:00.000000000,12875.0,12880.0,12865.0,12865.0,2048,467498,467662
2019-08-15 21:06:00.000000000,12865.0,12870.0,12845.0,12850.0,3184,467662,467560
2019-08-15 21:07:00.000000000,12850.0,12870.0,12850.0,12860.0,1100,467560,467598
2019-08-15 21:08:00.000000000,12860.0,12865.0,12855.0,12855.0,594,467598,467622
2019-08-15 21:09:00.000000000,12855.0,12870.0,12855.0,12865.0,1072,467622,467566
2019-08-15 21:10:00.000000000,12865.0,12895.0,12860.0,12895.0,2486,467566,467834
2019-08-15 21:11:00.000000000,12895.0,12895.0,12875.0,12890.0,2260,467834,468496
2019-08-15 21:12:00.000000000,12890.0,12890.0,12875.0,12880.0,1652,468496,468476
2019-08-15 21:13:00.000000000,12880.0,12895.0,12880.0,12890.0,2102,468476,468830
2019-08-15 21:14:00.000000000,12890.0,12910.0,12890.0,12895.0,4616,468830,468872
2019-08-15 21:15:00.000000000,12895.0,12895.0,12875.0,12880.0,2660,468872,469404
2019-08-15 21:16:00.000000000,12880.0,12885.0,12870.0,12875.0,1198,469404,469614
2019-08-15 21:17:00.000000000,12875.0,12885.0,12870.0,12875.0,916,469614,469456
2019-08-15 21:18:00.000000000,12875.0,12875.0,12865.0,12865.0,1820,469456,469724
2019-08-15 21:19:00.000000000,12865.0,12870.0,12855.0,12870.0,2374,469724,469910
2019-08-15 21:20:00.000000000,12870.0,12885.0,12870.0,12875.0,1166,469910,469842
2019-08-15 21:21:00.000000000,12875.0,12875.0,12860.0,12860.0,1190,469842,469908
2019-08-15 21:22:00.000000000,12860.0,12870.0,12860.0,12870.0,628,469908,469842
2019-08-15 21:23:00.000000000,12870.0,12870.0,12865.0,12865.0,360,469842,469942
2019-08-15 21:24:00.000000000,12865.0,12870.0,12855.0,12855.0,1208,469942,469868
2019-08-15 21:25:00.000000000,12855.0,12860.0,12845.0,12845.0,3410,469868,470640
2019-08-15 21:26:00.000000000,12845.0,12850.0,12825.0,12835.0,4524,470640,471008
2019-08-15 21:27:00.000000000,12835.0,12845.0,12835.0,12835.0,1600,471008,471296
2019-08-15 21:28:00.000000000,12835.0,12850.0,12835.0,12845.0,822,471296,471402
2019-08-15 21:29:00.000000000,12845.0,12850.0,12840.0,12845.0,656,471402,471498
2019-08-15 21:30:00.000000000,12845.0,12845.0,12835.0,12845.0,1224,471498,471896
2019-08-15 21:31:00.000000000,12845.0,12850.0,12845.0,12850.0,714,471896,471924
2019-08-15 21:32:00.000000000,12850.0,12850.0,12840.0,12840.0,602,471924,471946
2019-08-15 21:33:00.000000000,12840.0,12850.0,12840.0,12840.0,536,471946,472042
2019-08-15 21:34:00.000000000,12840.0,12850.0,12840.0,12850.0,390,472042,472050
2019-08-15 21:35:00.000000000,12850.0,12855.0,12845.0,12855.0,722,472050,472172
2019-08-15 21:36:00.000000000,12855.0,12855.0,12845.0,12850.0,466,472172,472268
2019-08-15 21:37:00.000000000,12850.0,12850.0,12840.0,12840.0,266,472268,472292
2019-08-15 21:38:00.000000000,12840.0,12845.0,12840.0,12840.0,124,472292,472342
2019-08-15 21:39:00.000000000,12840.0,12845.0,12835.0,12835.0,588,472342,472682
2019-08-15 21:40:00.000000000,12835.0,12835.0,12820.0,12835.0,2456,472682,473126
2019-08-15 21:41:00.000000000,12835.0,12835.0,12820.0,12820.0,2432,473126,473462
2019-08-15 21:42:00.000000000,12820.0,12830.0,12820.0,12825.0,1324,473462,473540
2019-08-15 21:43:00.000000000,12825.0,12835.0,12825.0,12835.0,826,473540,473698
2019-08-15 21:44:00.000000000,12835.0,12845.0,12830.0,12830.0,1216,473698,474002
2019-08-15 21:45:00.000000000,12830.0,12845.0,12830.0,12830.0,1702,474002,474572
2019-08-15 21:46:00.000000000,12830.0,12835.0,12830.0,12830.0,120,474572,474608
2019-08-15 21:47:00.000000000,12830.0,12835.0,12830.0,12835.0,694,474608,474834
2019-08-15 21:48:00.000000000,12835.0,12840.0,12835.0,12835.0,346,474834,475012
2019-08-15 21:49:00.000000000,12835.0,12840.0,12835.0,12840.0,588,475012,474986
2019-08-15 21:50:00.000000000,12840.0,12840.0,12835.0,12835.0,78,474986,474992
2019-08-15 21:51:00.000000000,12835.0,12840.0,12830.0,12830.0,218,474992,475172
2019-08-15 21:52:00.000000000,12830.0,12840.0,12830.0,12840.0,386,475172,475088
2019-08-15 21:53:00.000000000,12840.0,12840.0,12830.0,12835.0,206,475088,475138
2019-08-15 21:54:00.000000000,12835.0,12840.0,12830.0,12835.0,254,475138,475212
2019-08-15 21:55:00.000000000,12835.0,12845.0,12835.0,12845.0,688,475212,475092
2019-08-15 21:56:00.000000000,12845.0,12845.0,12835.0,12840.0,862,475092,475162
2019-08-15 21:57:00.000000000,12840.0,12840.0,12835.0,12835.0,288,475162,475230
2019-08-15 21:58:00.000000000,12835.0,12840.0,12830.0,12840.0,276,475230,475328
2019-08-15 21:59:00.000000000,12840.0,12840.0,12830.0,12835.0,544,475328,475538
2019-08-15 22:00:00.000000000,12835.0,12835.0,12830.0,12830.0,996,475538,475782
2019-08-15 22:01:00.000000000,12830.0,12835.0,12820.0,12825.0,864,475782,475764
2019-08-15 22:02:00.000000000,12825.0,12830.0,12820.0,12825.0,884,475764,476096
2019-08-15 22:03:00.000000000,12825.0,12830.0,12820.0,12820.0,500,476096,476170
2019-08-15 22:04:00.000000000,12820.0,12830.0,12820.0,12825.0,430,476170,476314
2019-08-15 22:05:00.000000000,12825.0,12825.0,12820.0,12825.0,424,476314,476312
2019-08-15 22:06:00.000000000,12825.0,12830.0,12820.0,12825.0,638,476312,476436
2019-08-15 22:07:00.000000000,12825.0,12825.0,12820.0,12825.0,158,476436,476476
2019-08-15 22:08:00.000000000,12825.0,12825.0,12820.0,12825.0,190,476476,476466
2019-08-15 22:09:00.000000000,12825.0,12825.0,12820.0,12825.0,96,476466,476498
2019-08-15 22:10:00.000000000,12825.0,12825.0,12790.0,12800.0,5714,476498,476290
2019-08-15 22:11:00.000000000,12800.0,12815.0,12790.0,12800.0,3328,476290,477062
2019-08-15 22:12:00.000000000,12800.0,12815.0,12800.0,12805.0,1276,477062,477092
2019-08-15 22:13:00.000000000,12805.0,12810.0,12800.0,12805.0,836,477092,476984
2019-08-15 22:14:00.000000000,12805.0,12810.0,12800.0,12810.0,452,476984,477002
2019-08-15 22:15:00.000000000,12810.0,12810.0,12805.0,12810.0,272,477002,477098
2019-08-15 22:16:00.000000000,12810.0,12810.0,12805.0,12810.0,284,477098,477132
2019-08-15 22:17:00.000000000,12810.0,12810.0,12800.0,12805.0,612,477132,477262
2019-08-15 22:18:00.000000000,12805.0,12810.0,12805.0,12810.0,542,477262,477260
2019-08-15 22:19:00.000000000,12810.0,12820.0,12810.0,12820.0,616,477260,477128
